"","group_name","subcategory","item","item_description"
"884","Items","Consumables","Flame Butterfly","Bottle filled with dried red butterflies. Stimulation of these rare butterflies creates a small flame, allowing torches to be lit on the go.These butterflies exude secretions which ignite upon exposure to air, protecting them from natural predators. Known and loved as handy fire-lighters, but feared as the catalysts of disastrous fires when found in swarms."
"885","Items","Consumables","Lloyd%27s Talisman","Talisman used by cleric knights. Blocks Estus recovery within a limited area. It is said that the cleric knights used these talismans to hunt down accursed Undead. Cleric knights fight with pride, and by blocking the recovery of the Undead, they can also fight with impunity."
"886","Items","Consumables","Rusted Coin","An old rusted coin. Crushing the coin temporarily boosts luck.This rusted coin gives you that little extra bit of luck, making items and the like easier to find.The coin is engraved with the image of a god that was worshipped in ancient times, but no one knows its true origins."
"887","Items","Consumables","Repair Powder","Enchanted metal rendered into powder. Repairs equipment. Weapons and armor wear down with use. Allow too much wear, and you won't be able to use them.You have only yourself to blame if you find yourself in crisis with no powder to spare."
"888","Items","Consumables","Alluring Skull","A skull of unknown ownership.Smashing it releases traces of souls, which can attract nearby foes.Does not work on all enemies, but can prove useful in unexpected ways."
"889","Items","Consumables","Homeward Bone","A white-ashen bone. Return to the last bonfire rested at. Bonfires burn on the bones of Undead. And this bone, belonging to one whose journey was cut short, has the power to travel to bonfires. As if it yearns to resume its futile quest..."
"890","Items","Consumables","Simpleton%27s Spice","A spice exuding a peculiar aroma.A spell demands devotion from its caster, but using this spice makes a chosen spell attainable with 1 less intelligence. Will only work with assistance from a certain person.The spice does not raise one's intelligence, but only obfuscates the requirement."
"891","Items","Consumables","Skeptic%27s Spice","A spice exuding a peculiar aroma.A spell demands devotion from the caster, but using this spice makes a chosen spell attainable with 1 less faith. Will only work with the assistance of a certain person.The spice does not raise one's faith, but only obfuscates the requirement."
"892","Items","Consumables","Estus Flask Shard","The shard of an Estus Flask.Shards are deeply soaked in Estus. Graft the shard to an Estus Flask to increase flask uses. Over the ages, countless souls rested their bones as they drank from the original flask.And now this shard remains, serving as a vestige of their hopes and dreams."
"893","Items","Consumables","Sublime Bone Dust","Charred, ashen bones.Cast them into the Far Fire in Majula to increase the HP restored with each use of your flask.They say these are the remains of a saint who cast himself into the bonfire. But we will never know for sure, for soot and ashes tell no story."
"894","Items","Consumables","Soul Vessel","A vessel that will accept your souls.It can allow reallocation of levels, but without proper assistance, it may simply drain you of souls.If you truly wish to start again, go to the place where your journey began."
"895","Items","Consumables","Pharros%27 Lockstone","Stone activating a creation of Pharros the Vagabond.Pharros the Vagabond was a legend who wandered the lands, creating contraptions to help those in sincere and dire need.The scope of his travels was so wide that the Pharros has been mistakenly credited with many inventions that were crafted by others"
"896","Items","Consumables","Fragrant Branch of Yore","A Fragrant tree branch with a faint sweet smell. Restore the life of things turned to stone. Extended inhalation of the branch's scent can lead to coughing and nausea."
"897","Items","Consumables","Goldenfruit Balm","A balm extracted from a rare plant. Temporarily increases faith. This special fragrant oil affects the mind, granting a fleeting sense of empowerment"
"898","Items","Consumables","Old Growth Balm","A balm extracted from a rare plant. Temporarily increases strength. This special fragrant oil affects the mind, granting a fleeting sense of empowerment."
"899","Items","Consumables","Blackweed Balm","A balm extracted from a rare plant. Temporarily increases IntelligenceInfo: This special fragrant oil affects the mind, granting a fleeting sense of empowerment."
"900","Items","Consumables","Vine Balm","A balm extracted from a rare plant. Temporarily increases Dexterity. This special fragrant oil affects the mind, granting a fleeting sense of empowerment."
"901","Items","Consumables","Dried Root","Root of a perennial herb native to the south. Restores HP for an extended duration.Info: Wild animals abhor the pungent odor of this root, but clerics on pilgrimage are keenly aware of the value of its powerful medicinal effects."
"902","Items","Consumables","Brightbug","A tiny bug that produces light. Brightbugs are said to comfort the dead, and are found in the marshlands leading to the Undead Crypt. By ingesting a brightbug just before death, the moment at which they glow most brightly, one attains great power for a short time. Often utilized as a last-resort for adventurers who have lost their way. Has no effect in other worlds or for phantoms."
"903","Items","Consumables","Smelter Wedge","An iron wedge forged in this land. Destroys the ashen idol.The ashen idol is of great consequence to Nadalia, who, having renounced her flesh, entrusts her very being to it."
"904","Items","Tools","Torch","Held in left hand, brightens dark areas. Used to light standing torches in certain areas and scare away some enemies.Time-limited usage."
"905","Items","Tools","Hello Carving","Faces carved from the wood of aged trees. They speak when thrown upon the ground. The fine craftsmanship of these faces isevident even after much aging, but no one knows even the name of the artist."
"906","Items","Tools","Thank You Carving","Faces carved from the wood of aged trees.They speak when thrown upon the ground. The fine craftsmanship of these faces is evident even after much aging, but no one knowseven the name of the artist. This face says ""Thank You"" Doesn't it look appreciative?"
"907","Items","Tools","I%27m Sorry Carving","Faces carved from the wood of aged trees. They speak when thrown upon the ground. The fine craftsmanship of these faces isevident even after much aging, but no one knows even the name of the artist. This face says ""I'm Sorry"" Doesn't it look apologetic?"
"908","Items","Tools","Very Good%21 Carving","Faces carved from the wood of aged trees. They speak when thrown upon the ground. The fine craftsmanship of these faces isevident even after much aging, but no one knows even the name of the artist. This face says ""Very Good!"" Doesn't it look cheerful?"
"909","Items","Tools","Rubbish","A piece of rubbish that is good for nothing. One man's rubbish is another man's riches, for value, is in the eye of the beholder.But utility is another matter, and this has none."""
"910","Items","Tools","Dragon Head Stone","A stone containing the strength of dragons. Transforms the head into that of a fire-breathing dragon, an effect that will remain until death.The zealots who sought everlasting life are said to have conducted rites to imbue stones with the strength of dragons, but their (there) are no records confirming their success."
"911","Items","Tools","Dragon Torso Stone","A stone containing the strength of dragons. Transforms the body into a roaring dragon, an effect that remain until death.The Zealots who sought everlasting life are said to have conducted rites to imbue stones with the strength of dragons, but the truth of such claims is questionable."
"912","Items","Tools","Darksign","An accursed mark. The Darksign induces death, returning the player to the last bonfire rested at, at the cost of all souls held.Do what you must to gather the pieces, scraping them into some semblance of a whole, before the will to do so fades."
"913","Items","Tools","Aged Feather","An aged bird feather. Return to last bonfire rested at.Can be used repeatedly. The child of the dragon, sequestered away from the world, imagined a world of boundless possibilities from the mere sight of a feather."
"914","Items","Tools","Binoculars","Binoculars are used to peer at distant sights. Equip in place of a weapon to use.A rare tool crafted in Volgen. These won't help you in battle, but with a little creativity, can be put to good use."
"915","Items","Tools","Petrified Egg","A large petrified egg. Surely bears no life.Eggs are vessels that harbor life itself, and symbolize the deepest secrets of existence. But what does a petrified egg harbor?"
"916","Items","Projectiles","Throwing Knife","Used as a projectile. This simple weapon is easily utilized. Its range is limited, and it deals very little damage, but even still, it is a valuable tool in the absence of other ranged weapons."
"917","Items","Projectiles","Poison Throwing Knife","A throwing knife. Intended to poison the target more than inflict direct damage.This simple weapon is easily utilized, but has limited range and deals little damage. However, if the knife can cause poison, the target will take damage for some time."
"918","Items","Projectiles","Lacerating Knife","A throwing knife. Its sharp blade is intended to cause bleeding rather than simply inflict damage. This simple weapon is easily utilized, but has limited range and deals little damage. However, if the knife can cause bleeding, the target's max HP will be lowered."
"919","Items","Projectiles","Firebomb","Bisque urn filled with black powder. Explodes, inflicting fire damage. Though this urn is a crude and commonplace weapon, it owes its continued usage to its simplicity and effectiveness in a variety of situations."
"920","Items","Projectiles","Black Firebomb","Bisque urn filled with black powder. Explodes, inflicting great fire damage. Utilizes a powerful explosive developed in the fallen kingdom of Forossa.Black firebombs can cause harm to their owners when misused, and Forossa law defined stringent standards for their safe storage."
"921","Items","Projectiles","Witching Urn","A small clay urn filled with magic power. Explodes, inflicting magic damage.Created in Melfia, a land that flourishes with magic and pyromancy.Though the magic contained in the urn lacks potency, it is a boon to any inexperienced traveler."
"922","Items","Projectiles","Lightning Urn","A small clay urn enwreathed in lightning. Explodes, inflicting lightning damage. Created in Melfia, a land that flourishes with magic and pyromancy. Though the lightning contained in the urn lacks potency, it is a boon to any inexperienced traveler."
"923","Items","Projectiles","Hexing Urn","Hexed black lacquer urn. Explodes, inflicting dark damage. With the dark art of hexing strictly forbidden, who would dare fill an urn with such power?The very origin of the art are unclear, yet another reason hexing is feared."
"924","Items","Projectiles","Dung Pie","A large excrement. Still rather warm. Throw at enemy to cause rapid onset of poison, but you too will be subjected to the same bane. Most warriors are loath to come near a thing like this, much less carry it around, but therein lies the advantage."
"925","Items","Projectiles","Corrosive Urn","Urn filled with secretions of giant corrosive ants. Powerful acid inflicts damage on equipment. Giant anthills created by corrosive ants line the horizon of the desert land of Jugo. Ant larvae are considered a delicacy, but he who enters an anthill uninvited will have their flesh melted to the bone."
"926","Items","Projectiles","Holy Water Urn","An urn filled with crystal-clear water. Originally intended as a soothing potion, this water scalds the skin of Undead and Hollows. In the old capital of Mirrah, an ancient, well-protected spring produces holy water, but the water has been difficult to acquire ever since Mirrah became embroiled in war."
"927","Items","Multiplayer Items","White Sign Soapstone","Online play item. Leave summon sign. Be summoned as a phantom to another world in order to help that world's master for a certain time. You will be rewarded with a Token of Fidelity for successfully assisting the other player. The flow of time is distorted in these lands, and the White Sign Soapstone allows Undead to assist one another."
"928","Items","Multiplayer Items","Small White Soapstone","Online Play Item. Leave summon sign. Be summoned as a shade to another world in order to help that world's master for a certain time. You will be rewarded for successfully assisting the other player. The effect is not as long-lived as that of the White Sign Soapstone, and it is used only in particular places."
"929","Items","Multiplayer Items","Red Sign Soapstone","Online play item. Leave invasion sign. Be summoned to another world as a dark spirit, and defeat the summoner to acquire a Token of Spite. Some Undead persevere along the honorable path even after crossing into the dark. The Red Sign Soapstone is for them."
"930","Items","Multiplayer Items","Bone of Order","Online play item. You will be punished for fleeing from other worlds by disconnecting unjustly. However, this charm will disperse the ire directed at you. But sins are not easily buried, and there's no telling if you will be let off so easily next time. Each encounter in life is a precious turn of fate, and fate will not be cheated."
"931","Items","Multiplayer Items","Black Separation Crystal","A symbol of farewell that has been passed down since time immemorial. The crystal sends phantoms back to their homes, or sends you back to yours. Whether ending in hope or despair, encounters are valuable experiences. Beware fickle use of this item."
"932","Items","Multiplayer Items","Cracked Red Eye Orb","Online play item. Invade other worlds. Defeat the master of the world you have invaded to acquire a Token of Spite. The residual sins of those who have succumbed to dark temptations are contained in the form of the Cracked Red Eye Orb."
"933","Items","Multiplayer Items","Cracked Blue Eye Orb","Online play item. Invade the world of the guilty. Punish the guilty to strengthen the bond with your covenant."
"934","Items","Multiplayer Items","Dragon Eye","Online play item. Invade a world with a Dragon Scale to claim the scale from its master. If our human flesh is our greatest weakness, then those who seek a form that imitates the ancient dragons are true vanguards."
"935","Items","Multiplayer Items","Dried Fingers","Dried fingers with multiple Knuckles. Shriveled, but radiating a peculiar warmth. ""By the number of knuckles, it couldn't have been human, but perhaps some questions are best left unasked."""
"936","Items","Multiplayer Items","Crushed Eye Orb","A crushed eye orb with an unfocused gaze. The crush eye writhes unsteadily, in search of dishonorable miscreants. Where are the fiends, where are they...."""
"937","Items","Multiplayer Items","Token of Fidelity","Token recognizing that the owner has traveled worlds to help others. When in other worlds, it can also be used to restore the master of the world's HP, but this is only a secondary effect of the item. Simply carrying these tokens shows the depth of the holder's fidelity."
"938","Items","Multiplayer Items","Token of Spite","Token recognizing that the owner has traveled worlds to defeat others. When used, you are more likely to summon invaders from other worlds for a period of time. Simply carrying these tokens shows the bitterness of the grudges the holder has accumulated."
"939","Items","Multiplayer Items","Sunlight Medal","A medal depicting the sun. Offer it to the altar to strengthen bond with your covenant.The slight warmth of the medal makes valor brim within one's bosom. The brave fighters who bore these medals are gone, but the sun never sets. On this day begins the contest to find the Sun's truest son."
"940","Items","Multiplayer Items","Dragon Scale","A scale from the body of an ancient dragon. Offer to the dragon to bring your own flesh closer to that of the eternal ancient dragon. Touching an ancient dragon scale gives one a glimpse into the abyss. Believers in the dragon will rise above this petty corporeal existence."
"941","Items","Multiplayer Items","Rat Tail","A severed rat's tail. Demonstrate fidelity by offering it to the Rat King, and strengthen the bond with your covenant. The Rat King is proud and merciful, as any king true to his stature should be. The Rat King looks favorably upon those who follow the path of right, even disgraceful humans."
"942","Items","Multiplayer Items","Champion%27s Tablet","Online Play Item Shows the names of the greatest victors of the Company of Champions covenant. This tablet, chiseled from the Victor's Stone, is engraved with the names of the brave warriors who have offered the most awestones, as if they were epitaphs, honoring their lives."
"943","Items","Multiplayer Items","Awestone","A stone that is terribly heavy for its size. The Victor's Stone thirsts for the souls of fallen warriors, condensed within awestones, as if they were once part of the same whole.Offer it to the Victor's Stone to strengthen the bond with your covenant."
"944","Items","Multiplayer Items","Seed of a Tree of Giants","A lump of something, obtainable from a Giant-tree. Makes enemies react to invaders.When the giants fell, they grew into great trees. Death is not the end, for anything that has ever once lived remains a part of a great cycle of regeneration.But what of those outside of the cycle?"
"945","Items","Ammunition","Wood Arrow","Inexpensive wooden arrows. Easily acquired, but not very threatening. Bows are excellent tools for attacking foes from a safe distance, but requirethe equipping of some type of arrow."
"946","Items","Ammunition","Iron Arrow","Standard arrows made of iron. Sturdy arrows that pierce effectively. Iron arrows are powerful, but not cheap. Be certain not to overuse them."
"947","Items","Ammunition","Fire Arrow","""Arrows imbued with fire. Tipped with Charcoal Pine Resin. Weapons fortified with fire are effective againstagainst foes vulnerable to magic and fire, such as Undead or beasts. Useful in the short term for those who have learned no magic, or whose magic is exhausted."""
"948","Items","Ammunition","Magic Arrow","Arrows imbued with magic. Tipped with aromatic Ooze. Weapons fortified with magic are particularly effective against heavily armored foes or creatures with thick scales.Useful in the short term for those who have learned no magic, or whose magic is exhausted."""
"949","Items","Ammunition","Lightning Arrow","Arrow imbued with lightning. Tipped with Gold Pine Resin. Weapons fortified with lightning are effective against foes that are resistant to magic and fire.Useful in the short term for those who have learned no magic, or whose magic is exhausted."
"950","Items","Ammunition","Dark Arrow","Arrows imbued with dark flame. Tipped with Dark Pine Resin. Weapons fortified with dark are effective against those who fear the dark, such as clerics and magical creatures.Useful in the short term for those who have learned no magic, or whose magic is exhausted."""
"951","Items","Ammunition","Poison Arrow","Arrows imbued with poison. Tipped with Rotten Pine Resin. Poisoned foes slowly lose HP over time."
"952","Items","Ammunition","Lacerating Arrow","Arrows that cause bleeding. Tipped with finely sharpened arrow heads. Bleeding foes' max HP is lowered."
"953","Items","Ammunition","Iron Greatarrow","Standard greatarrows made of iron.More effective than regular arrows, but considerably heavier."
"954","Items","Ammunition","Lightning Greatarrow","Greatarrows Imbued with lightning. Tipped with Gold Pine Resin. Weapons Fortified with lightning are effective against foes resistant to magic and fire. If you require magic but have learned non yourself, these will serve you well"""
"955","Items","Ammunition","Fire Greatarrow","Greatarrows imbued with fire. Tipped with Charcoal Pine Resin. Weapons fortified with fire are effective against against foes vulnerable to fire, suchas Undead or beasts.* If your require magic but have learned none yourself, these will serve you well."
"956","Items","Ammunition","Destructive Greatarrow","Greatarrows with intricately crafted tips. Designed to destroy equipment with impact. Bravery does not necessarily entail going head-on with a foe, especially if they have better armor than you. Use these arrows, and grind them down from afar."
"957","Items","Ammunition","Wood Bolt","Inexpensive wooden bolts. Not very intimidating, but highly portableand easy to use. Use of a crossbow requires the equipping of bolts, which are shorter than arrows."
"958","Items","Ammunition","Heavy Bolt","Standard crossbow bolts made of iron.Effective at piercing enemies. Very effective in ranged attacks,though somewhat expensive to use willy-nilly."
"959","Items","Ammunition","Magic Bolt","Bolt imbued with magic. Tipped with Aromatic Ooze. Weapons fortified with magic are particularly effective against heavily armored foes or creatures with thick scales.Crossbows and specialized bolts allow warriors with low dexterity to inflict elemental damage."
"960","Items","Ammunition","Lightning Bolt","Bolts imbued with lightning. Tipped with Gold Pine Resin. Weapons fortified with lightning are effective against foes that are resistant to magic and fire. Crossbows and specialized bolts allow warriors with low dexterity to inflict elemental damage."
"961","Items","Ammunition","Fire Bolt","Bolt imbued with fire. Tipped with Charcoal Pine Resin. Weapons fortified with fire are effective against foes vulnerable to fire, such as Undead or beasts. Crossbows and specialized bolts allow warriors with low dexterity to inflict elemental damage."
"962","Items","Ammunition","Dark Bolt","Bolt imbued with dark flame. Tipped with Dark Pine Resin. Weapons fortified with dark are effective against those who fear the dark, such as clerics and magical creatures. Crossbows and specialized bolts allow warriors with low dexterity to inflict elemental damage."
"963","Items","Souls","Fading Soul","The fading soul of a lost Undead who has gone Hollow and still.Use to acquire souls. The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."""
"964","Items","Souls","Soul of a Lost Undead","Soul of a lost Undead who has long ago gone Hollow. Use to acquire souls. The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"965","Items","Souls","Large Soul of a Lost Undead","Large soul of a lost Undead who has long ago gone hollow. Use to acquire souls. The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"966","Items","Souls","Soul of a Nameless Soldier","Soul of a nameless Undead soldier who has long ago gone Hollow.Use to acquire many souls.The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"967","Items","Souls","Large Soul of a Nameless Soldier","Large soul of a nameless Undead soldier who has long ago gone Hollow.Use to acquire many souls.The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"968","Items","Souls","Soul of a Proud Knight","Soul of a proud Undead knight who has long ago gone Hollow.Use to acquire many souls.The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"969","Items","Souls","Large Soul of a Proud Knight","Large soul of a proud Undead knight who has long ago gone Hollow.Use to acquire many souls. The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"970","Items","Souls","Soul of a Brave Warrior","Soul of a brave Undead warrior who has long ago gone Hollow.Use to acquire a large amount of souls.The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"971","Items","Souls","Large Soul of a Brave Warrior","Large soul of a brave Undead warrior who has long ago gone Hollow.Use to acquire a large amount of souls. The soul is the source of all life, and even in undeath, or hollowing, the mind seeks souls."
"972","Items","Souls","Soul of a Hero","Soul of a hero of legend who has long ago gone Hollow. Use to acquire a large amount of souls"
"973","Items","Souls","Soul of a Great Hero","Is a soul of a great hero who has long ago gone Hollow. Used to acquire a good amount of souls. The soul is the source of all life, even in hollowing. The mind seeks souls."
"974","Items","Souls","Soul of a Giant","The soul of a Giant who came to conquer Drangleic. Will the Giants' resentment of the King be pacified in death, or only emboldened? Can be used to acquire souls, only..."
"975","Items","Boss Souls","Soul of the Pursuer","Soul of the Pursuer, who lurks in Drangleic. The Pursuer, who seeks the bearer of the sign, will not rest until his target is slain.Use the special soul of the Pursuer to acquire numerous souls, or to create something of great worth."
"976","Items","Boss Souls","Soul of the Last Giant","Soul of the surviving giant, who was bound below the Forest of Giants.Many seasons had come and gone, and the giant prepared for his final rest. But his soul remained magnificent, testimony to his former strength.Use the special soul of the Last Giant to acquire numerous souls, or to create something of great worth. Scholar of the First Sin changed to:Soul of the surviving giant, who was bound below the Forest of the Giants.The lord of the Giants, who had brought wrack and ruin to the entire kingdom, was said to have been felled by an unknown warrior. His beaten and broken remains were then dragged beneath the stronghold, where he was sealed away. Use the special soul of the Last Giant to acquire numerous souls, or to create something of great worth."
"977","Items","Boss Souls","Dragonrider Soul","Soul of a Dragonrider, who faithfully served King Vendrick.Long ago, the dragonriders mounted wyrms, and were feared on the battlefield for their unparallelled strength.Use a Dragonrider soul to acquire numerous souls, or to create something of great worth."
"978","Items","Boss Souls","Old Dragonslayer Soul","Soul of the Old Dragonslayer. The Old Dragonslayer is reminiscent of a certain knight that appears in old legends.Use the special soul of the Old Dragonslayer to acquire numerous souls, or to create something of great worth."
"979","Items","Boss Souls","Flexile Sentry Soul","Soul of the Flexile Sentry. The Flexile Sentry is a merciless creature whose purpose is to punish the Undead. Use the special soul of the Flexile Sentry to acquire numerous souls, or to create something of great worth"
"980","Items","Boss Souls","Ruin Sentinel Soul","Soul of the Ruin Sentinel, a creation of the Jailer.The Ruin Sentinel has no corporeal form. It is only an empty soul that haunts the armor.Use the special soul of the Ruin Sentinel to acquire numerous souls, or to create something of great worth."
"981","Items","Boss Souls","Soul of the Lost Sinner","Soul of the Lost Sinner, prisoner of Sinners' Rise.The Lost Sinner eternally punishes herself for the sins of her past.Use the special soul of the Lost Sinner to acquire numerous souls, or to create something of great worth."
"982","Items","Boss Souls","Executioner%27s Chariot Soul","Soul of the Executioner's Chariot, that holds control over the Undead Purgatory.The chariot was created only to torment Undead, and it took the form of a horrendous mad steed, a window into the soul of its master.Use the special soul of the Executioner's Chariot to acquire numerous souls, or to create something of great worth."
"983","Items","Boss Souls","Skeleton Lord%27s Soul","Soul of a Skeleton Lord, who reigned from deep within the Huntsman's Copse.The Old Iron King commanded the capture of all Undead, but those charged with the task were overcome by the curse.Use the special soul of the Skeleton Lord to acquire numerous souls, or to create something of great worth."
"984","Items","Boss Souls","Covetous Demon Soul","Soul of the Covetous Demon, that devours all things.Eating is an expression of desire. There once was a man whose deep affections were unrequited. He transformed into the Covetous Demon, which only made him lonelier than before.Use the special soul of the Covetous Demon to acquire numerous souls, or to create something of great worth."
"985","Items","Boss Souls","Mytha%2C the Baneful Queen Soul","Soul of Mytha, the Baneful Queen, who lives in the Earthen Peak.The Queen sought the King's affection, even poisoning herself to attain beauty, despite the monstrous consequences. All for the compelling madness known as love.Use the special soul of the Queen to acquire numerous souls, or to create something of great worth"
"986","Items","Boss Souls","Smelter Demon Soul","Soul of the Smelter Demon, that haunts the castle that sunk into a pool of iron.The Old Iron King's life was taken by a mass of iron that had been given a soul. Was this metal goliath there from the beginning, or was it a product of the king's conceit?Use the special soul of the Smelter Demon to acquire numerous souls, or to create something of great worth."
"987","Items","Boss Souls","Old Iron King Soul","Soul of the Old Iron King, who succumbed to the flames that swallowed his castle. The Iron King's flesh was charred, and his soul possessed by the things that lurk below. Use the special soul of the Old King to acquire numerous souls, or to create something of great worth."
"988","Items","Boss Souls","Royal Rat Vanguard Soul","Soul of the Rat King's vanguard, of the underground realm.The Rat King's loyal servant judges the worthiness of those who seek royal audience.Use the special soul of this soldier to acquire numerous souls, or to create something of great worth."
"989","Items","Boss Souls","Soul of the Rotten","Soul of the Rotten, who writhes deep within the Gutter.The Rotten embraces all, in the sanctuary for all things unwanted or tossed away.Use the special soul of the Rotten to acquire numerous souls, or to create something of great worth."
"990","Items","Boss Souls","Scorpioness Najka Soul","Soul of the Scorpioness Najka.Najka was born of the misdeeds of an ancient being, a frail soul from the beginning, that soon succumbed to madness.Use the special soul of Scorpioness Najka to acquire numerous souls, or to create something of great worth."
"991","Items","Boss Souls","Royal Rat Authority Soul","Soul of the Royal Rat Authority, of the underground realm.Those who choose to serve the Rat King must have the courage to face His challenges.Use the special soul of this rat to acquire numerous souls. or to create something of great worth."
"992","Items","Boss Souls","Soul of the Duke%27s Dear Freja","Soul of the Duke's loyal Freja, the Writhing Ruin's Keeper.The Writhing Ruin is an ancient thing whose shadow remains cast over the land. Tseldora is a place burdened by terrible misdeeds, and those who remained there were transformed beyond recognition. Use the special soul of the Keeper to acquire numerous souls, or to create something of great worth. Changed with Scholar of the First Sin: Soul of the Duke's Dear Freja, the Writhing Ruin's Keeper.The Writhing Ruin is an ancient thing whose shadow remains cast over the land. It first took possession of a solitary insect, but grew its power, feasting on the wealth of twisted souls found in the land. Use the special soul of the Keeper to acquire numerous souls, or to create something of great worth."
"993","Items","Boss Souls","Looking Glass Knight Soul","Soul of the Looking Glass Knight, who challenges visitors to the lordless castle.Long ago, the King's Passage was a route taken by the bravest warriors to prove themselves, but now it only prevents one from pursuing the runaway king."
"994","Items","Boss Souls","Demon of Song Soul","Soul of the Demon of Song at the Shrine of Amana.When the demon developed a taste for human flesh, it was contained within the Shrine of Amana, but the line of priestesses who looked after the shrine and appeased the creature have died off.Use the special soul of this demon to acquire numerous souls, or to create something of great worth."
"995","Items","Boss Souls","Soul of Velstadt","Soul of Velstadt, defender of the King inside the Undead Crypt. Velstadt was always at the King's side, as if he were his lord's own shadow. After the King retired to the Undead Crypt, Velstadt followed, never to return.Use the special soul of this knight to acquire numerous souls, or to create something of great worth."
"996","Items","Boss Souls","Soul of the King","Soul of Vendrick, King of Drangleic.The King was wasted away, a shadow of his former self, but still held something dear.Use the soul of he who would link the flame to acquire numerous souls, or create something of great worth. Scholar of the first Sin changed to:Soul of Vendrick, King of Drangleic.This great soul beckoned the Dark, overwhelming the King. Perhaps this King, who once ruled the world of men, was a lacking vessel for the true throne.Use the soul of he who would link the flame to acquire numerous souls, or to create something of great worth."
"997","Items","Boss Souls","Guardian Dragon Soul","Soul of a dragon that guards the path to the shrine.Do the dragons watch over the land of their own will, or are they in the grip of one of Aldia's spells?Use the special souls of this dragon to acquire numerous souls, or to create something of great worth."
"998","Items","Boss Souls","Ancient Dragon Soul","Soul of the great ancient dragon that stands magnificently, deep within the shrine.This powerful being stands and waits, for whoever may visit him.Use the dragon soul, created by those who peered into the essence of the soul, to acquire numerous souls, or to create something of great worth."
"999","Items","Boss Souls","Giant Lord Soul","Soul of the Giant Lord, who once conquered Drangleic.The Giants landed on the northern shores, and set siege to King Vendrick's castle to claim an invaluable prize.Use the special soul of this Giant to acquire numerous souls, or to create something of great worth. Scholar of the First Sin changed to:Soul of the Giant Lord, who once conquered Drangleic.Vendrick crossed the seas, took prisoner the Giants, and brought them back to his castle, clapped in irons. However, after this modest triumph, his countenance could be seen to grow darker with each passing day.Use the special soul of this Giant to acquire numerous souls, or to create something of great worth."
"1000","Items","Boss Souls","Soul of Nashandra","Soul of Nashandra, Queen of Drangleic.Nashandra was born of the Dark with an insatiable lust for strength.Use the special soul of this prisoner of desire to acquire numerous souls, or to create something of great worth Scholar of the First Sin changed to:Soul of Nashandra, Queen of Drangleic.The fragments of the abyss, of untold origin, nourished their beings by the sides of would-be monarchs. Perhaps they were simply ordeals on the way to kinghood.One day, the flames will fade, and only darkness will remain. Unless, of course, an heir arrives.Use the special soul of this prisoner of desire to acquire numerous souls, or to create something of great worth."
"1001","Items","Boss Souls","Throne Defender Soul","Soul of the Throne Defender.The throne of the King is sacred, and requires an appropriate guardian.Use the special soul of the Defender to acquire numerous souls, or to create something of great worth."
"1002","Items","Boss Souls","Throne Watcher Soul","Soul of the Throne Watcher.The throne of the King is sacred, and must be observed closely at all times.Use the special soul of the watcher to acquire numerous souls, or to create something of great worth."
"1003","Items","Boss Souls","Darklurker Soul","Soul of what lurks in the Dark Chasm.The Dark Chasm of Old is the remnant of some ancient, dissipated being.Use the special soul of what lurks within to acquire numerous souls, or to create something of great worth."
"1004","Items","Boss Souls","Belfry Gargoyle Soul","Soul of the Gargoyle of the Lost Bastille.The elaborate stone statue on the belfry mysteriously came to life.Use the special soul of this living statue to acquire numerous souls, or to create something of great worth."
"1005","Items","Boss Souls","Old Witch Soul","Soul of the ineffable.This once magnificent soul continues to exert influence over the land, even after the eons have reduced it to these remnants."
"1006","Items","Boss Souls","Old King Soul","Soul of the ineffable. This once magnificent soul continues to exert influence over the land, even after the eons have reduced it to these remnants.Use it to acquire numerous souls, or to create something of great worth."
"1007","Items","Boss Souls","Old Dead One Soul","Soul of the ineffable.This once magnificent soul continues to exert influence over the land, even after the eons have reduced it to these remnants."
"1008","Items","Boss Souls","Old Paledrake Soul","Soul of the ineffableThis once magnificent soul continues to exert influence over the land, even after the eons have reduced it to these remnants."
"1009","Items","Boss Souls","Soul of Elana%2C Squalid Queen","Soul of Elana, the Squalid Queen, who rest beside the sleeping dragon of the Eternal Sanctum. This child of Dark accompanies the dragon, slowly amassing souls in anticipation of the coming day of vengeance. The wondrous soul of this augur of wrath. Can be used to acquire numerous souls, or to create something of great worth."
"1010","Items","Boss Souls","Soul of Sinh%2C the Slumbering Dragon","Soul of Sinh the Dragon, who sleeps in the lowermost depths of this land. The King erected a magnificent city, and the dragon slept soundly. Until Sir Yorgh disturbed it with a single great strike, and the dragon could bear its store of poison no longer. The rain of death toppled the city, but restored the dragon's purity.The wondrous soul of this dragon can be used to acquire numerous souls, or to create something of great worth."
